long_name,cre,collection_date,sequencing_type,total_reads,all_mapped_percent,mRNA_percent,genome_percent,ercc_percent,tdt_permillion,major_class,sub_class,major_dissection,layer_dissectoin,color_code,short_name
G01131540,PvalbF-Gad2,11/21/2014,hiseq_020215,6793457,90.72,51.71,29.23,1.04,152.8,Inhibitory,Pvalb,V1,All,21,G1772_V
G01131541,PvalbF-Gad2,11/21/2014,hiseq_020215,6302648,87.69,38.2,41.1,1.27,65.2,Inhibitory,Pvalb,V1,All,21,G1773_V
G01131542,PvalbF-Gad2,11/21/2014,hiseq_020215,7157956,91.02,45.57,37.14,1.46,146.4,Inhibitory,Pvalb,V1,All,21,G1774_V
G01131543,PvalbF-Gad2,11/21/2014,hiseq_020215,5734343,92.21,54.37,30.23,0.75,109.7,Inhibitory,Pvalb,V1,All,21,G1775_V
G01131544,PvalbF-Gad2,11/21/2014,hiseq_020215,6563899,92.49,57.01,28.23,1.01,43.3,Inhibitory,Pvalb,V1,All,21,G1776_V
G01131545,PvalbF-Gad2,11/21/2014,hiseq_020215,6199242,89.08,55.01,24.98,1.03,149.9,Inhibitory,Pvalb,V1,All,21,G1777_V
G01131546,PvalbF-Gad2,11/21/2014,hiseq_020215,5784378,92.77,55.05,29.33,0.54,48.6,Inhibitory,Pvalb,V1,All,21,G1778_V
G01131547,PvalbF-Gad2,11/21/2014,hiseq_020215,5918563,87.7,51.89,26.89,1.41,44.3,Inhibitory,Pvalb,V1,All,21,G1779_V
G08041425,PvalbF-Gad2,7/21/2014,hiseq_082114,13095661,92,53.55,31.15,0.51,147.3,Inhibitory,Pvalb,V1,upper,22,G1075_VU
G08041426,PvalbF-Gad2,7/21/2014,hiseq_082114,7362603,92,53.11,31.83,0.47,70.9,Inhibitory,Pvalb,V1,upper,22,G1076_VU
G08041427,PvalbF-Gad2,7/21/2014,hiseq_082114,8249436,92.12,52.96,31.99,0.46,127,Inhibitory,Pvalb,V1,upper,22,G1077_VU
G08041428,PvalbF-Gad2,7/21/2014,hiseq_082114,7876290,92.35,54.19,31.28,0.43,80,Inhibitory,Pvalb,V1,upper,22,G1078_VU
G08041429,PvalbF-Gad2,7/21/2014,hiseq_082114,7860703,91.7,53.96,30.78,0.65,102.2,Inhibitory,Pvalb,V1,upper,22,G1079_VU
G08041430,PvalbF-Gad2,7/21/2014,hiseq_082114,6956885,91.4,47.19,37.89,0.75,73.9,Inhibitory,Pvalb,V1,upper,22,G1080_VU
G08041431,PvalbF-Gad2,7/21/2014,hiseq_082114,7650752,91.81,52.41,32.86,0.69,102.1,Inhibitory,Pvalb,V1,upper,22,G1081_VU
G08041432,PvalbF-Gad2,7/21/2014,hiseq_082114,6095660,91.67,52.35,32.01,0.54,80.9,Inhibitory,Pvalb,V1,upper,22,G1082_VU
G08041433,PvalbF-Gad2,7/21/2014,hiseq_082114,7221727,89.09,52.96,28.41,0.53,103.9,Inhibitory,Pvalb,V1,upper,22,G1083_VU
G08041434,PvalbF-Gad2,7/21/2014,hiseq_082114,6817343,89.25,55.26,27.67,0.45,84.5,Inhibitory,Pvalb,V1,upper,22,G1084_VU
G08041435,PvalbF-Gad2,7/21/2014,hiseq_082114,6688171,89.46,54.73,28.01,0.48,110.3,Inhibitory,Pvalb,V1,upper,22,G1085_VU
G08041436,PvalbF-Gad2,7/21/2014,hiseq_082114,8548294,89.71,51.98,30.55,0.57,175.5,Inhibitory,Pvalb,V1,upper,22,G1086_VU
G08041438,PvalbF-Gad2,7/21/2014,hiseq_082114,8057813,91.56,52.92,31.42,0.59,57.5,Inhibitory,Pvalb,V1,upper,22,G1088_VU
G08041439,PvalbF-Gad2,7/21/2014,hiseq_082114,8733904,91.63,52.78,31.57,0.45,37.1,Inhibitory,Pvalb,V1,upper,22,G1089_VU
G08041440,PvalbF-Gad2,7/21/2014,hiseq_082114,9255914,91.63,53.65,30.37,0.55,152.1,Inhibitory,Pvalb,V1,upper,22,G1090_VU
G08041441,PvalbF-Gad2,7/21/2014,hiseq_082114,10454680,92.27,51.98,33.08,0.5,97.9,Inhibitory,Pvalb,V1,upper,22,G1091_VU
G08041442,PvalbF-Gad2,7/21/2014,hiseq_082114,10501890,92,55.03,29.07,0.53,78.9,Inhibitory,Pvalb,V1,upper,22,G1092_VU
G08041443,PvalbF-Gad2,7/21/2014,hiseq_082114,8104414,92.39,55.67,29.36,0.51,140.2,Inhibitory,Pvalb,V1,upper,22,G1093_VU
G08041444,PvalbF-Gad2,7/21/2014,hiseq_082114,11514388,92.76,57.08,27.64,0.4,120.3,Inhibitory,Pvalb,V1,upper,22,G1094_VU
G08041445,PvalbF-Gad2,7/21/2014,hiseq_082114,8919820,92.3,53.14,32.54,0.57,63.2,Inhibitory,Pvalb,V1,upper,22,G1095_VU
G08041446,PvalbF-Gad2,7/21/2014,hiseq_082114,8482496,92.28,52.49,32.52,0.5,42.1,Inhibitory,Pvalb,V1,upper,22,G1096_VU
G08041447,PvalbF-Gad2,7/21/2014,hiseq_082114,8280643,92.17,51.94,32.68,0.54,7.1,Inhibitory,Pvalb,V1,upper,22,G1097_VU
G08041448,PvalbF-Gad2,7/21/2014,hiseq_082114,8768346,92.79,50.99,34.84,0.58,73.4,Inhibitory,Pvalb,V1,upper,22,G1098_VU
G08051449,PvalbF-Gad2,7/21/2014,hiseq_082114,8598667,92.48,50.35,34.91,0.59,46.4,Inhibitory,Pvalb,V1,lower,23,G1147_VL
G08051450,PvalbF-Gad2,7/21/2014,hiseq_082114,6959604,95.73,69.13,18.49,0.3,44.1,Inhibitory,Pvalb,V1,lower,23,G1148_VL
G08051451,PvalbF-Gad2,7/21/2014,hiseq_082114,8188687,92.61,54.13,31.3,0.44,129.3,Inhibitory,Pvalb,V1,lower,23,G1149_VL
G08051452,PvalbF-Gad2,7/21/2014,hiseq_082114,6575631,95.74,65.56,21.24,0.35,55.2,Inhibitory,Pvalb,V1,lower,23,G1150_VL
G08051453,PvalbF-Gad2,7/21/2014,hiseq_082114,6999965,96.31,67.92,18.37,0.37,53.6,Inhibitory,Pvalb,V1,lower,23,G1151_VL
G08051454,PvalbF-Gad2,7/21/2014,hiseq_082114,8520901,91.91,50.81,34.09,0.43,83.7,Inhibitory,Pvalb,V1,lower,23,G1152_VL
G08051457,PvalbF-Gad2,7/21/2014,hiseq_082114,7985930,92.41,49.89,35.88,0.79,100.6,Inhibitory,Pvalb,V1,lower,23,G1155_VL
G08051458,PvalbF-Gad2,7/21/2014,hiseq_082114,10041406,91.88,49.42,35.94,0.64,77.8,Inhibitory,Pvalb,V1,lower,23,G1156_VL
G08051459,PvalbF-Gad2,7/21/2014,hiseq_082114,8281083,92.64,52.23,33.99,0.36,97.5,Inhibitory,Pvalb,V1,lower,23,G1157_VL
G08051460,PvalbF-Gad2,7/21/2014,hiseq_082114,8436838,92.3,53.29,31.4,0.41,110.2,Inhibitory,Pvalb,V1,lower,23,G1158_VL
G08051461,PvalbF-Gad2,7/21/2014,hiseq_082114,10622973,92.61,54.51,31.08,0.37,116.9,Inhibitory,Pvalb,V1,lower,23,G1159_VL
G08051462,PvalbF-Gad2,7/21/2014,hiseq_082114,8363361,92.05,47.78,37.21,0.68,78,Inhibitory,Pvalb,V1,lower,23,G1160_VL
G08051463,PvalbF-Gad2,7/21/2014,hiseq_082114,17527880,91.23,51.01,31.87,0.41,174.8,Inhibitory,Pvalb,V1,lower,23,G1161_VL
G08051465,PvalbF-Gad2,7/21/2014,hiseq_082114,9004671,93,52.82,32.94,0.4,128.5,Inhibitory,Pvalb,V1,lower,23,G1163_VL
G08051466,PvalbF-Gad2,7/21/2014,hiseq_082114,10541153,92.88,52.16,33.68,0.65,24.9,Inhibitory,Pvalb,V1,lower,23,G1164_VL
G08051467,PvalbF-Gad2,7/21/2014,hiseq_082114,8601439,93.06,56.33,29.57,0.38,137.7,Inhibitory,Pvalb,V1,lower,23,G1165_VL
G08051468,PvalbF-Gad2,7/21/2014,hiseq_082114,8020029,93.66,55.97,31.43,0.51,50.4,Inhibitory,Pvalb,V1,lower,23,G1166_VL
G08051469,PvalbF-Gad2,7/21/2014,hiseq_082114,8297140,92.58,53.39,32.42,0.7,76.9,Inhibitory,Pvalb,V1,lower,23,G1167_VL
G08051470,PvalbF-Gad2,7/21/2014,hiseq_082114,10340215,93.46,54.72,32.34,0.58,196.9,Inhibitory,Pvalb,V1,lower,23,G1168_VL
G08051471,PvalbF-Gad2,7/21/2014,hiseq_082114,10197481,93,53,33.99,0.71,56.3,Inhibitory,Pvalb,V1,lower,23,G1169_VL
H08041401,Htr3a,7/16/2014,hiseq_082114,16302111,87.35,54.24,27.93,1.27,264,Inhibitory,Ndnf,V1,All,12,H1006_V
H08041402,Htr3a,7/16/2014,hiseq_082114,9422880,91.82,46.65,38.58,1.19,135.4,Inhibitory,Ndnf,V1,All,12,H1007_V
H08041403,Htr3a,7/16/2014,hiseq_082114,9486883,92.23,43.92,40.9,1.3,144.5,Inhibitory,Vip,V1,All,12,H1008_V
H08041404,Htr3a,7/16/2014,hiseq_102314,10407584,92.64,41.24,45.27,1.89,84.7,Inhibitory,Vip,V1,All,12,H1009_V
H08041405,Htr3a,7/16/2014,hiseq_082114,10549838,92.32,47.47,39.13,1.46,282.2,Inhibitory,Ndnf,V1,All,12,H1010_V
H08041406,Htr3a,7/16/2014,hiseq_082114,11264513,91.18,47.64,35.93,2.34,122.9,Inhibitory,Vip,V1,All,12,H1011_V
H08041407,Htr3a,7/16/2014,hiseq_082114,11258121,89.24,43.4,38.03,2.17,289.5,Inhibitory,Vip,V1,All,12,H1012_V
H08041408,Htr3a,7/16/2014,hiseq_082114,11716635,91.47,46.45,38.71,1.99,92.4,Inhibitory,Ndnf,V1,All,12,H1013_V
H08041409,Htr3a,7/16/2014,hiseq_082114,10955030,92.64,45.27,41.71,1.34,55,Inhibitory,Ndnf,V1,All,12,H1014_V
H08041410,Htr3a,7/16/2014,hiseq_082114,9747794,92.72,49.99,37.12,1.46,140.3,Inhibitory,Ndnf,V1,All,12,H1015_V
H08041411,Htr3a,7/16/2014,hiseq_082114,9316869,91.88,49.33,36.53,1.71,27.6,Inhibitory,Ndnf,V1,All,12,H1016_V
H08041412,Htr3a,7/16/2014,hiseq_082114,10805099,91.49,40.16,44.12,2.05,221.7,Inhibitory,Ndnf,V1,All,12,H1017_V
H08041413,Htr3a,7/16/2014,hiseq_082114,12573771,91.02,41.94,40.19,3.51,82.4,Inhibitory,Vip,V1,All,12,H1018_V
H08041414,Htr3a,7/16/2014,hiseq_082114,9050342,92.16,45.67,39.31,1.57,149.6,Inhibitory,Vip,V1,All,12,H1019_V
H08041415,Htr3a,7/16/2014,hiseq_102314,20231879,92.8,49.93,37.19,1.15,258.7,Inhibitory,Ndnf,V1,All,12,H1020_V
H08041416,Htr3a,7/16/2014,hiseq_082114,9044869,90.81,74.6,8.84,2.67,419.6,Inhibitory,Ndnf,V1,All,12,H1021_V
H08041417,Htr3a,7/16/2014,hiseq_082114,13117607,91.26,59.18,22.97,2.58,465.9,Inhibitory,Ndnf,V1,All,12,H1022_V
H08041418,Htr3a,7/16/2014,hiseq_082114,8232964,92.12,51.45,35.3,1.4,249.1,Inhibitory,Ndnf,V1,All,12,H1023_V
H08041419,Htr3a,7/16/2014,hiseq_082114,10690998,91.5,44.15,41.03,1.89,385.3,Inhibitory,Vip,V1,All,12,H1024_V
H08041420,Htr3a,7/16/2014,hiseq_082114,10475554,91.02,42.7,41.18,2.69,258.3,Inhibitory,Vip,V1,All,12,H1025_V
H08041421,Htr3a,7/16/2014,hiseq_082114,9737092,91.24,48.95,35.35,2.21,197.2,Inhibitory,Vip,V1,All,12,H1026_V
H08041422,Htr3a,7/16/2014,hiseq_082114,10503054,91.9,49.26,36.9,1.73,287.1,Inhibitory,Ndnf,V1,All,12,H1027_V
H08041423,Htr3a,7/16/2014,hiseq_082114,12055117,92.18,48.44,37.87,1.65,235.2,Inhibitory,Vip,V1,All,12,H1028_V
H08041424,Htr3a,7/16/2014,hiseq_082114,13476497,92.16,48.94,37.37,1.67,150.3,Inhibitory,Ndnf,V1,All,12,H1029_V
H08041425,Htr3a,7/16/2014,hiseq_082114,16624435,92,36.98,48.44,1.82,152.1,Inhibitory,Vip,V1,All,12,H1030_V
H08041426,Htr3a,7/16/2014,hiseq_082114,7962149,92.16,51.61,34.83,1.5,139.2,Inhibitory,Ndnf,V1,All,12,H1031_V
H08041427,Htr3a,7/16/2014,hiseq_082114,8802808,91.17,45.39,35.2,1.99,221.6,Inhibitory,Vip,V1,All,12,H1032_V
H08041428,Htr3a,7/16/2014,hiseq_082114,9729299,92.18,46.82,39.96,1.64,53.4,Inhibitory,Ndnf,V1,All,12,H1033_V
H08041429,Htr3a,7/16/2014,hiseq_082114,8157043,91.26,46.54,36.77,1.76,231.9,Inhibitory,Vip,V1,All,12,H1034_V
H08041430,Htr3a,7/16/2014,hiseq_082114,8696736,92.2,50.02,36.86,1.38,111,Inhibitory,Ndnf,V1,All,12,H1035_V
H08041431,Htr3a,7/16/2014,hiseq_082114,9099269,92.33,43.42,42.97,1.53,85.4,Inhibitory,Vip,V1,All,12,H1036_V
H08041432,Htr3a,7/16/2014,hiseq_082114,6540630,92.07,52.72,34.09,0.88,113.4,Inhibitory,Ndnf,V1,All,12,H1037_V
H08041433,Htr3a,7/16/2014,hiseq_082114,8755583,88.65,50.67,30.97,1.82,224.5,Inhibitory,Ndnf,V1,All,12,H1038_V
H08041434,Htr3a,7/16/2014,hiseq_082114,8854118,84.61,45.89,30.93,2.18,321.5,Inhibitory,Vip,V1,All,12,H1039_V
H08041435,Htr3a,7/16/2014,hiseq_082114,8277364,88.9,46.25,35.34,2.58,28.3,Inhibitory,Ndnf,V1,All,12,H1040_V
H08041436,Htr3a,7/16/2014,hiseq_082114,11000693,89.64,53.8,30.14,1.46,316.7,Inhibitory,Vip,V1,All,12,H1041_V
H08041437,Htr3a,7/16/2014,hiseq_082114,8900480,91.79,45.01,39.48,1.69,342.3,Inhibitory,Vip,V1,All,12,H1042_V
H08041438,Htr3a,7/16/2014,hiseq_082114,9842493,90.14,39.56,43.81,2.35,207.5,Inhibitory,Vip,V1,All,12,H1043_V
H08041439,Htr3a,7/16/2014,hiseq_082114,9535348,91.27,45.58,37.7,3.22,370,Inhibitory,Vip,V1,All,12,H1044_V
H08041440,Htr3a,7/16/2014,hiseq_082114,10243986,91.38,40.04,44.64,1.8,118.5,Inhibitory,Vip,V1,All,12,H1045_V
H08041441,Htr3a,7/16/2014,hiseq_082114,14019327,91.63,50.86,34.22,2.09,204.7,Inhibitory,Vip,V1,All,12,H1046_V
H08041442,Htr3a,7/16/2014,hiseq_082114,12364700,91.88,46.82,38.61,1.45,109.3,Inhibitory,Vip,V1,All,12,H1047_V
H08041443,Htr3a,7/16/2014,hiseq_082114,9921314,91.11,49.65,35.2,2.12,103,Inhibitory,Vip,V1,All,12,H1048_V
H08041444,Htr3a,7/16/2014,hiseq_082114,12178815,91.91,54.9,30.98,1.49,254.6,Inhibitory,Ndnf,V1,All,12,H1049_V
H08041445,Htr3a,7/16/2014,hiseq_082114,8162560,90.76,61.62,21.2,2.27,396.6,Inhibitory,Vip,V1,All,12,H1050_V
H08041446,Htr3a,7/16/2014,hiseq_082114,9008189,90.56,48.15,36.09,1.56,395.4,Inhibitory,Ndnf,V1,All,12,H1051_V
H08041447,Htr3a,7/16/2014,hiseq_082114,9074365,90.4,52.22,31.41,2.34,292.5,Inhibitory,Vip,V1,All,12,H1052_V
H08041448,Htr3a,7/16/2014,hiseq_082114,8872464,91.01,47.74,34.45,3.03,23.7,Inhibitory,Vip,V1,All,12,H1053_V
H08051401,Htr3a,7/18/2014,hiseq_122214,9950454,80.63,45.96,30.53,1.07,204.3,Inhibitory,Vip,V1,upper,13,H1099_VU
H08051402,Htr3a,7/18/2014,hiseq_082114,11500479,91.95,48.63,37.29,1.06,154.6,Inhibitory,Vip,V1,upper,13,H1100_VU
H08051403,Htr3a,7/18/2014,hiseq_082114,11587768,91.16,44.19,41.07,1.56,30.4,Inhibitory,Ndnf,V1,upper,13,H1101_VU
H08051404,Htr3a,7/18/2014,hiseq_082114,13186896,91.9,43.19,42.73,1.2,461.7,Inhibitory,Vip,V1,upper,13,H1102_VU
H08051405,Htr3a,7/18/2014,hiseq_082114,11896236,90.19,76.46,6.69,1.65,429.7,Inhibitory,Ndnf,V1,upper,13,H1103_VU
H08051406,Htr3a,7/18/2014,hiseq_082114,11457386,91.32,46.06,39.2,1.85,250.4,Inhibitory,Vip,V1,upper,13,H1104_VU
H08051407,Htr3a,7/18/2014,hiseq_020915,11963336,91.72,45.33,41.06,1.38,137.5,Inhibitory,Ndnf,V1,upper,13,H1105_VU
H08051408,Htr3a,7/18/2014,hiseq_020915,9194202,91.44,46.99,38.55,1.56,159.9,Inhibitory,Vip,V1,upper,13,H1106_VU
H08051409,Htr3a,7/18/2014,hiseq_082114,9857773,91.65,38.9,47.13,1.41,135.5,Inhibitory,Vip,V1,upper,13,H1107_VU
H08051410,Htr3a,7/18/2014,hiseq_082114,10514602,90.93,41.5,43.02,2.36,104.4,Inhibitory,Vip,V1,upper,13,H1108_VU
H08051411,Htr3a,7/18/2014,hiseq_082114,10523814,91.05,39.75,44.85,2.2,58.1,Inhibitory,Vip,V1,upper,13,H1109_VU
H08051412,Htr3a,7/18/2014,hiseq_082114,12289794,92.27,49.12,37.99,1.07,254.2,Inhibitory,Ndnf,V1,upper,13,H1110_VU
H08051413,Htr3a,7/18/2014,hiseq_082114,16166509,91.78,45.3,40.88,1.37,130.4,Inhibitory,Ndnf,V1,upper,13,H1111_VU
H08051415,Htr3a,7/18/2014,hiseq_102314,28321118,91.38,39.08,46.2,2.11,90.1,Inhibitory,Vip,V1,upper,13,H1113_VU
H08051416,Htr3a,7/18/2014,hiseq_082114,11042172,90.27,46.34,37.25,2.11,238.4,Inhibitory,Vip,V1,upper,13,H1114_VU
H08051417,Htr3a,7/18/2014,hiseq_082114,8693549,92.07,53.5,33.11,1.47,44.7,Inhibitory,Ndnf,V1,upper,13,H1115_VU
H08051418,Htr3a,7/18/2014,hiseq_082114,10773841,91.02,44.42,40.12,2.04,73.5,Inhibitory,Vip,V1,upper,13,H1116_VU
H08051419,Htr3a,7/18/2014,hiseq_082114,10931484,90.22,44.78,38.3,2.57,280.3,Inhibitory,Vip,V1,upper,13,H1117_VU
H08051420,Htr3a,7/18/2014,hiseq_082114,12720889,90.52,38.62,44.15,2.33,81.1,Inhibitory,Vip,V1,upper,13,H1118_VU
H08051421,Htr3a,7/18/2014,hiseq_082114,9037145,91.8,43.13,42.41,1.38,230.8,Inhibitory,Vip,V1,upper,13,H1119_VU
H08051422,Htr3a,7/18/2014,hiseq_082114,10621306,91.03,42.34,42.43,1.67,52.5,Inhibitory,Vip,V1,upper,13,H1120_VU
H08051423,Htr3a,7/18/2014,hiseq_082114,10362784,91.84,47.97,38.27,1.28,120.8,Inhibitory,Ndnf,V1,upper,13,H1121_VU
H08051424,Htr3a,7/18/2014,hiseq_102314,10937535,89.57,43.24,38.4,3.72,379.6,Unknown,Unknown,V1,upper,13,H1122_VU
H08051425,Htr3a,7/18/2014,hiseq_082114,8567057,92.61,56.68,30.56,0.49,140.4,Excitatory,L6b,V1,lower,14,H1123_VL
H08051426,Htr3a,7/18/2014,hiseq_082114,10791216,91.05,44.05,41.07,1.61,151.4,Inhibitory,Vip,V1,lower,14,H1124_VL
H08051427,Htr3a,7/18/2014,hiseq_082114,11353640,91.14,39.21,46.12,1.55,111.6,Inhibitory,Vip,V1,lower,14,H1125_VL
H08051428,Htr3a,7/18/2014,hiseq_082114,11197603,89.26,52.69,30.43,1.25,158.2,Inhibitory,Vip,V1,lower,14,H1126_VL
H08051429,Htr3a,7/18/2014,hiseq_020915,9301298,88.19,53.81,26.73,2.42,293.9,Inhibitory,Vip,V1,lower,14,H1127_VL
H08051430,Htr3a,7/18/2014,hiseq_082114,11337682,91.48,45.62,40.62,1.13,194.6,Inhibitory,Vip,V1,lower,14,H1128_VL
H08051431,Htr3a,7/18/2014,hiseq_082114,9842438,90.2,73.31,10.11,1.05,341.3,Inhibitory,Sst_Cbln4,V1,lower,14,H1129_VL
H08051432,Htr3a,7/18/2014,hiseq_082114,8498778,92.42,56.05,31.19,0.78,313.2,Excitatory,L6b,V1,lower,14,H1130_VL
H08051433,Htr3a,7/18/2014,hiseq_020915,7911175,85.73,49.41,26.27,3.29,189.9,Inhibitory,Vip,V1,lower,14,H1131_VL
H08051434,Htr3a,7/18/2014,hiseq_082114,9010801,87.96,41.35,39.87,2.08,60.3,Inhibitory,Vip,V1,lower,14,H1132_VL
H08051435,Htr3a,7/18/2014,hiseq_082114,7494610,89.7,54.49,30.39,0.91,205.1,Inhibitory,Sst_Clstn2,V1,lower,14,H1133_VL
H08051436,Htr3a,7/18/2014,hiseq_082114,12472021,89.09,51.62,30.39,1.16,199.2,Inhibitory,Th,V1,lower,14,H1134_VL
H08051437,Htr3a,7/18/2014,hiseq_082114,9160547,92.13,52.22,33.24,0.96,348.3,Inhibitory,Sst_Cbln4,V1,lower,14,H1135_VL
H08051438,Htr3a,7/18/2014,hiseq_082114,11110142,91.23,49.08,34.34,1.14,205.3,Inhibitory,Pvalb,V1,lower,14,H1136_VL
H08051439,Htr3a,7/18/2014,hiseq_082114,9270902,92.22,52.96,33.8,0.4,71.2,Excitatory,L6b,V1,lower,14,H1137_VL
H08051440,Htr3a,7/18/2014,hiseq_082114,12898973,91.55,50.5,35.14,1.34,94.2,Inhibitory,Ndnf,V1,lower,14,H1138_VL
H08051441,Htr3a,7/18/2014,hiseq_082114,8808626,90.74,50.61,33.6,1.82,72.2,Inhibitory,Vip,V1,lower,14,H1139_VL
H08051442,Htr3a,7/18/2014,hiseq_082114,14823109,91.65,48.47,37.63,0.92,66.7,Inhibitory,Sst_Clstn2,V1,lower,14,H1140_VL
H08051443,Htr3a,7/18/2014,hiseq_082114,13190079,90.9,55.22,29.66,1.45,146.8,Inhibitory,Vip,V1,lower,14,H1141_VL
H08051444,Htr3a,7/18/2014,hiseq_082114,9318238,97.8,82.56,7.43,0.3,36,Inhibitory,Th,V1,lower,14,H1142_VL
H08051445,Htr3a,7/18/2014,hiseq_082114,30587932,90.91,48.46,35.15,2.92,99.8,Inhibitory,Vip,V1,lower,14,H1143_VL
H08051446,Htr3a,7/18/2014,hiseq_082114,7959790,97.27,79.13,11.35,0.27,76.6,Excitatory,L6b,V1,lower,14,H1144_VL
H08051447,Htr3a,7/18/2014,hiseq_082114,7959505,92.16,53.96,32.91,0.88,114.2,Inhibitory,Sst_Clstn2,V1,lower,14,H1145_VL
H08051448,Htr3a,7/18/2014,hiseq_082114,37407527,90.47,39.55,45.73,1.45,107.8,Excitatory,L6a,V1,lower,14,H1146_VL
H11031401,Htr3a,10/8/2014,hiseq_121514,9402654,92.93,59.31,28.48,0.86,229.7,Excitatory,L6b,V1,L6b,48,H1392_V6b
H11031402,Htr3a,10/8/2014,hiseq_121514,8683260,93.36,57.43,31.1,0.82,305.4,Excitatory,L6b,V1,L6b,48,H1393_V6b
H11031403,Htr3a,10/8/2014,hiseq_121514,9369488,92.17,54.26,32.29,1.04,260.5,Excitatory,L6b,V1,L6b,48,H1394_V6b
H11031404,Htr3a,10/8/2014,hiseq_121514,9565603,93.16,58.03,30.62,0.64,262.2,Excitatory,L6b,V1,L6b,48,H1395_V6b
H11031405,Htr3a,10/8/2014,hiseq_121514,8497704,92.47,58.27,29.24,0.68,312.9,Excitatory,L6b,V1,L6b,48,H1396_V6b
H11031406,Htr3a,10/8/2014,hiseq_121514,9786256,93.01,56.83,31.27,0.67,343.3,Excitatory,L6b,V1,L6b,48,H1397_V6b
H11031407,Htr3a,10/8/2014,hiseq_121514,11753344,91.94,59.22,26.9,1.28,224,Inhibitory,Vip,V1,L6b,48,H1398_V6b
H11031408,Htr3a,10/8/2014,hiseq_121514,9511616,92.12,64.88,22.13,0.48,86.1,Inhibitory,Vip,V1,L6b,48,H1399_V6b
H11031409,Htr3a,10/8/2014,hiseq_121514,9567498,89.19,41.87,38.92,4.17,52.6,Inhibitory,Th,V1,L6b,48,H1400_V6b
H11031410,Htr3a,10/8/2014,hiseq_121514,9812596,92.49,58.09,29.27,0.71,175.6,Excitatory,L6b,V1,L6b,48,H1401_V6b
H11031411,Htr3a,10/8/2014,hiseq_121514,10560324,93.05,54.98,33.56,0.67,97.5,Excitatory,L6b,V1,L6b,48,H1402_V6b
H11031412,Htr3a,10/8/2014,hiseq_121514,7256030,92.95,61.62,26.29,0.5,197.4,Excitatory,L6b,V1,L6b,48,H1403_V6b
H11031417,Htr3a,10/8/2014,hiseq_121514,4888691,92.93,60.27,27.64,0.46,151.2,Excitatory,L6b,V1,L6b,48,H1407_V6b
H11031418,Htr3a,10/8/2014,hiseq_121514,8471869,92.39,49.72,37.43,1.1,126.1,Excitatory,L6a,V1,L6b,48,H1408_V6b
H11031419,Htr3a,10/8/2014,hiseq_121514,10746755,92.29,56.75,30.11,0.84,231.8,Excitatory,L6a,V1,L6b,48,H1409_V6b
H11031420,Htr3a,10/8/2014,hiseq_121514,10146476,92.2,58.71,29.14,0.67,342,Excitatory,L6b,V1,L6b,48,H1410_V6b
H11031421,Htr3a,10/8/2014,hiseq_121514,8835252,92.07,57.36,29.29,1.22,73.5,Inhibitory,Vip,V1,L6b,48,H1411_V6b
H11031422,Htr3a,10/8/2014,hiseq_121514,9887682,92.65,58.03,30.02,0.7,160.6,Excitatory,L6b,V1,L6b,48,H1412_V6b
H11031423,Htr3a,10/8/2014,hiseq_121514,9429828,92.63,57.82,29.56,0.47,177.2,Excitatory,L6a,V1,L6b,48,H1413_V6b
H11031424,Htr3a,10/8/2014,hiseq_121514,8495224,92.41,63.54,23.73,0.66,298.3,Inhibitory,Ndnf,V1,L6b,48,H1414_V6b
H11031425,Htr3a,10/8/2014,hiseq_121514,5488974,90.38,51.06,34.21,0.75,159.8,Excitatory,L6b,V1,L6b,48,H1415_V6b
H11031426,Htr3a,10/8/2014,hiseq_121514,7189615,90.73,59.32,26.93,0.72,343,Excitatory,L6b,V1,L6b,48,H1416_V6b
H11031427,Htr3a,10/8/2014,hiseq_121514,10392705,90.62,55.28,28.64,1.73,119.8,Inhibitory,Pvalb,V1,L6b,48,H1417_V6b
H11031428,Htr3a,10/8/2014,hiseq_121514,8531250,92.66,67.34,19.27,0.46,167.4,Inhibitory,Ndnf,V1,L6b,48,H1418_V6b
H11031429,Htr3a,10/8/2014,hiseq_121514,9937467,93.05,60.96,26.68,0.77,182.9,Excitatory,L6b,V1,L6b,48,H1419_V6b
H11031430,Htr3a,10/8/2014,hiseq_121514,11479081,92.78,60.12,28.21,0.89,298.5,Excitatory,L6b,V1,L6b,48,H1420_V6b
H11031431,Htr3a,10/8/2014,hiseq_121514,11751790,91.84,56.62,30.09,1.48,196.3,Inhibitory,Vip,V1,L6b,48,H1421_V6b
H11031432,Htr3a,10/8/2014,hiseq_121514,10152975,93.04,59.42,28.79,0.8,255.4,Excitatory,L6b,V1,L6b,48,H1422_V6b
K01141501,Chrna2,12/15/2014,hiseq_020215,5483906,93.15,48.04,37.39,2.32,58.4,Inhibitory,Vip,V1,L6,74,K1780_V6
K01141502,Chrna2,12/15/2014,hiseq_020215,5328451,92.15,50,34.86,2.04,93.5,Inhibitory,Sst_Nr2f2,V1,L6,74,K1781_V6
K01141503,Chrna2,12/15/2014,hiseq_020215,5158712,93.12,53.25,33.9,0.71,373.2,Excitatory,L5a,V1,L6,74,K1782_V6
K01141504,Chrna2,12/15/2014,hiseq_020215,4041248,92.58,56.74,28.77,0.85,207.9,Inhibitory,Sst_Chodl,V1,L6,74,K1783_V6
